disease	category	color	DiseaseName
N35	Genitourinary system	#985396	Urethral stricture
N36	Genitourinary system	#985396	Other disorders of urethra
N37	Genitourinary system	#985396	Urethral disorders in diseases classified elsewhere
N38	Genitourinary system	#985396	NA
N39	Genitourinary system	#985396	Other disorders of urinary system
N40	Genitourinary system	#985396	Benign prostatic hyperplasia
N41	Genitourinary system	#985396	Inflammatory diseases of prostate
N42	Genitourinary system	#985396	Other and unspecified disorders of prostate
N43	Genitourinary system	#985396	Hydrocele and spermatocele
N44	Genitourinary system	#985396	Noninflammatory disorders of testis
N45	Genitourinary system	#985396	Orchitis and epididymitis
N46	Genitourinary system	#985396	Male infertility
N47	Genitourinary system	#985396	Disorders of prepuce
N48	Genitourinary system	#985396	Other disorders of penis
N49	Genitourinary system	#985396	Inflammatory disorders of male genital organs, NEC
N50	Genitourinary system	#985396	Other and unspecified disorders of male genital organs
N51	Genitourinary system	#985396	Disorders of male genital organs in diseases classd elswhr
N52	Genitourinary system	#985396	Male erectile dysfunction
N53	Genitourinary system	#985396	Other male sexual dysfunction
N54	Genitourinary system	#985396	NA
N55	Genitourinary system	#985396	NA
N56	Genitourinary system	#985396	NA
N57	Genitourinary system	#985396	NA
N58	Genitourinary system	#985396	NA
N59	Genitourinary system	#985396	NA
N60	Genitourinary system	#985396	Benign mammary dysplasia
N61	Genitourinary system	#985396	Inflammatory disorders of breast
N62	Genitourinary system	#985396	Hypertrophy of breast
N63	Genitourinary system	#985396	Unspecified lump in breast
N64	Genitourinary system	#985396	Other disorders of breast
N65	Genitourinary system	#985396	Deformity and disproportion of reconstructed breast
N66	Genitourinary system	#985396	NA
N67	Genitourinary system	#985396	NA
N68	Genitourinary system	#985396	NA
N69	Genitourinary system	#985396	NA
N70	Genitourinary system	#985396	Salpingitis and oophoritis
N71	Genitourinary system	#985396	Inflammatory disease of uterus, except cervix
N72	Genitourinary system	#985396	Inflammatory disease of cervix uteri
N73	Genitourinary system	#985396	Other female pelvic inflammatory diseases
N74	Genitourinary system	#985396	Female pelvic inflam disorders in diseases classd elswhr
N75	Genitourinary system	#985396	Diseases of Bartholin's gland
N76	Genitourinary system	#985396	Other inflammation of vagina and vulva
N77	Genitourinary system	#985396	Vulvovaginal ulceration and inflam in diseases classd elswhr Vulvovaginal ulceration and inflammation in diseases classified elsewhere
N78	Genitourinary system	#985396	NA
N79	Genitourinary system	#985396	NA
N80	Genitourinary system	#985396	Endometriosis
N81	Genitourinary system	#985396	Female genital prolapse
N82	Genitourinary system	#985396	Fistulae involving female genital tract
N83	Genitourinary system	#985396	Noninflammatory disord of ovary, fallop and broad ligament
N84	Genitourinary system	#985396	Polyp of female genital tract
N85	Genitourinary system	#985396	Other noninflammatory disorders of uterus, except cervix
N86	Genitourinary system	#985396	Erosion and ectropion of cervix uteri
N87	Genitourinary system	#985396	Dysplasia of cervix uteri
N88	Genitourinary system	#985396	Other noninflammatory disorders of cervix uteri
N89	Genitourinary system	#985396	Other noninflammatory disorders of vagina
N90	Genitourinary system	#985396	Other noninflammatory disorders of vulva and perineum
N91	Genitourinary system	#985396	Absent, scanty and rare menstruation
N92	Genitourinary system	#985396	Excessive, frequent and irregular menstruation
N93	Genitourinary system	#985396	Other abnormal uterine and vaginal bleeding
N94	Genitourinary system	#985396	Pain and oth cond assoc w fem gntl org and menstrual cycle
N95	Genitourinary system	#985396	Menopausal and other perimenopausal disorders
N96	Genitourinary system	#985396	Recurrent pregnancy loss
N97	Genitourinary system	#985396	Female infertility
N98	Genitourinary system	#985396	Complications associated with artificial fertilization
N99	Genitourinary system	#985396	Intraop and postproc comp and disorders of GU sys, NEC
O00	Pregnancy, childbirth and the puerperium	#805462	Ectopic pregnancy
O01	Pregnancy, childbirth and the puerperium	#805462	Hydatidiform mole
O02	Pregnancy, childbirth and the puerperium	#805462	Other abnormal products of conception
O03	Pregnancy, childbirth and the puerperium	#805462	Spontaneous abortion
O04	Pregnancy, childbirth and the puerperium	#805462	Complications following (induced) termination of pregnancy
O05	Pregnancy, childbirth and the puerperium	#805462	NA
O06	Pregnancy, childbirth and the puerperium	#805462	NA
O07	Pregnancy, childbirth and the puerperium	#805462	Failed attempted termination of pregnancy
O08	Pregnancy, childbirth and the puerperium	#805462	Complications following ectopic and molar pregnancy
O09	Pregnancy, childbirth and the puerperium	#805462	Supervision of high risk pregnancy
O10	Pregnancy, childbirth and the puerperium	#805462	Pre-existing hypertension compl preg/chldbrth
O11	Pregnancy, childbirth and the puerperium	#805462	Pre-existing hypertension with pre-eclampsia
O12	Pregnancy, childbirth and the puerperium	#805462	Gestational edema and proteinuria without hypertension
O13	Pregnancy, childbirth and the puerperium	#805462	Gestational hypertension without significant proteinuria
O14	Pregnancy, childbirth and the puerperium	#805462	Pre-eclampsia
O15	Pregnancy, childbirth and the puerperium	#805462	Eclampsia
O16	Pregnancy, childbirth and the puerperium	#805462	Unspecified maternal hypertension
O17	Pregnancy, childbirth and the puerperium	#805462	NA
O18	Pregnancy, childbirth and the puerperium	#805462	NA
O19	Pregnancy, childbirth and the puerperium	#805462	NA
O20	Pregnancy, childbirth and the puerperium	#805462	Hemorrhage in early pregnancy
O21	Pregnancy, childbirth and the puerperium	#805462	Excessive vomiting in pregnancy
O22	Pregnancy, childbirth and the puerperium	#805462	Venous complications and hemorrhoids in pregnancy
O23	Pregnancy, childbirth and the puerperium	#805462	Infections of genitourinary tract in pregnancy
O24	Pregnancy, childbirth and the puerperium	#805462	Diabetes in pregnancy, childbirth, and the puerperium
O25	Pregnancy, childbirth and the puerperium	#805462	Malnutrition in pregnancy, childbirth and the puerperium
O26	Pregnancy, childbirth and the puerperium	#805462	Maternal care for oth conditions predom related to pregnancy Maternal care for other conditions predominantly related to pregnancy
O27	Pregnancy, childbirth and the puerperium	#805462	NA
O28	Pregnancy, childbirth and the puerperium	#805462	Abnormal findings on antenatal screening of mother
O29	Pregnancy, childbirth and the puerperium	#805462	Complications of anesthesia during pregnancy
O30	Pregnancy, childbirth and the puerperium	#805462	Multiple gestation
O31	Pregnancy, childbirth and the puerperium	#805462	Complications specific to multiple gestation
O32	Pregnancy, childbirth and the puerperium	#805462	Maternal care for malpresentation of fetus
O33	Pregnancy, childbirth and the puerperium	#805462	Maternal care for disproportion
O34	Pregnancy, childbirth and the puerperium	#805462	Maternal care for abnormality of pelvic organs
O35	Pregnancy, childbirth and the puerperium	#805462	Maternal care for known or suspected fetal abnlt and damage
O36	Pregnancy, childbirth and the puerperium	#805462	Maternal care for other fetal problems
O37	Pregnancy, childbirth and the puerperium	#805462	NA
O38	Pregnancy, childbirth and the puerperium	#805462	NA
O39	Pregnancy, childbirth and the puerperium	#805462	NA
O40	Pregnancy, childbirth and the puerperium	#805462	Polyhydramnios
O41	Pregnancy, childbirth and the puerperium	#805462	Other disorders of amniotic fluid and membranes
O42	Pregnancy, childbirth and the puerperium	#805462	Premature rupture of membranes
O43	Pregnancy, childbirth and the puerperium	#805462	Placental disorders
O44	Pregnancy, childbirth and the puerperium	#805462	Placenta previa
O45	Pregnancy, childbirth and the puerperium	#805462	Premature separation of placenta [abruptio placentae]
O46	Pregnancy, childbirth and the puerperium	#805462	Antepartum hemorrhage, not elsewhere classified
O47	Pregnancy, childbirth and the puerperium	#805462	False labor
O48	Pregnancy, childbirth and the puerperium	#805462	Late pregnancy
O49	Pregnancy, childbirth and the puerperium	#805462	NA
O50	Pregnancy, childbirth and the puerperium	#805462	NA
O51	Pregnancy, childbirth and the puerperium	#805462	NA
O52	Pregnancy, childbirth and the puerperium	#805462	NA
O53	Pregnancy, childbirth and the puerperium	#805462	NA
O54	Pregnancy, childbirth and the puerperium	#805462	NA
O55	Pregnancy, childbirth and the puerperium	#805462	NA
O56	Pregnancy, childbirth and the puerperium	#805462	NA
O57	Pregnancy, childbirth and the puerperium	#805462	NA
O58	Pregnancy, childbirth and the puerperium	#805462	NA
O59	Pregnancy, childbirth and the puerperium	#805462	NA
O60	Pregnancy, childbirth and the puerperium	#805462	Preterm labor
O61	Pregnancy, childbirth and the puerperium	#805462	Failed induction of labor
O62	Pregnancy, childbirth and the puerperium	#805462	Abnormalities of forces of labor
O63	Pregnancy, childbirth and the puerperium	#805462	Long labor
O64	Pregnancy, childbirth and the puerperium	#805462	Obstructed labor due to malposition and malpresent of fetus
O65	Pregnancy, childbirth and the puerperium	#805462	Obstructed labor due to maternal pelvic abnormality
O66	Pregnancy, childbirth and the puerperium	#805462	Other obstructed labor
O67	Pregnancy, childbirth and the puerperium	#805462	Labor and delivery comp by intrapartum hemorrhage, NEC
O68	Pregnancy, childbirth and the puerperium	#805462	Labor and delivery comp by abnlt of fetal acid-base balance
O69	Pregnancy, childbirth and the puerperium	#805462	Labor and delivery complicated by umbilical cord comp
O70	Pregnancy, childbirth and the puerperium	#805462	Perineal laceration during delivery
O71	Pregnancy, childbirth and the puerperium	#805462	Other obstetric trauma
O72	Pregnancy, childbirth and the puerperium	#805462	Postpartum hemorrhage
O73	Pregnancy, childbirth and the puerperium	#805462	Retained placenta and membranes, without hemorrhage
O74	Pregnancy, childbirth and the puerperium	#805462	Complications of anesthesia during labor and delivery
O75	Pregnancy, childbirth and the puerperium	#805462	Oth complications of labor and delivery, NEC
O76	Pregnancy, childbirth and the puerperium	#805462	Abnlt in fetal heart rate and rhythm comp labor and delivery Abnormality in fetal heart rate and rhythm complicating labor and delivery
O77	Pregnancy, childbirth and the puerperium	#805462	Other fetal stress complicating labor and delivery
O78	Pregnancy, childbirth and the puerperium	#805462	NA
O79	Pregnancy, childbirth and the puerperium	#805462	NA
O80	Pregnancy, childbirth and the puerperium	#805462	Encounter for full-term uncomplicated delivery
O81	Pregnancy, childbirth and the puerperium	#805462	NA
O82	Pregnancy, childbirth and the puerperium	#805462	Encounter for cesarean delivery without indication
O83	Pregnancy, childbirth and the puerperium	#805462	NA
O84	Pregnancy, childbirth and the puerperium	#805462	NA
O85	Pregnancy, childbirth and the puerperium	#805462	Puerperal sepsis
O86	Pregnancy, childbirth and the puerperium	#805462	Other puerperal infections
O87	Pregnancy, childbirth and the puerperium	#805462	Venous complications and hemorrhoids in the puerperium
O88	Pregnancy, childbirth and the puerperium	#805462	Obstetric embolism
O89	Pregnancy, childbirth and the puerperium	#805462	Complications of anesthesia during the puerperium
O90	Pregnancy, childbirth and the puerperium	#805462	Complications of the puerperium, not elsewhere classified
O91	Pregnancy, childbirth and the puerperium	#805462	Infect of breast assoc w pregnancy, the puerp and lactation
O92	Pregnancy, childbirth and the puerperium	#805462	Oth disord of brst/lactatn assoc w pregnancy and the puerp
O93	Pregnancy, childbirth and the puerperium	#805462	NA
O94	Pregnancy, childbirth and the puerperium	#805462	Sequelae of comp of pregnancy, chldbrth, and the puerperium
O95	Pregnancy, childbirth and the puerperium	#805462	NA
O96	Pregnancy, childbirth and the puerperium	#805462	NA
O97	Pregnancy, childbirth and the puerperium	#805462	NA
O98	Pregnancy, childbirth and the puerperium	#805462	Matern infec/parastc dis classd elsw but compl preg/chldbrth Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium
O99	Pregnancy, childbirth and the puerperium	#805462	Oth maternal diseases classd elsw but compl preg/chldbrth
P00	Certain conditions originating in the perinatal period	#E3DFD6	NB aff by matern cond that may be unrelated to present preg
P01	Certain conditions originating in the perinatal period	#E3DFD6	Newborn affected by maternal complications of pregnancy
P02	Certain conditions originating in the perinatal period	#E3DFD6	Newborn affected by comp of placenta, cord and membranes
P03	Certain conditions originating in the perinatal period	#E3DFD6	Newborn affected by other comp of labor and delivery
P04	Certain conditions originating in the perinatal period	#E3DFD6	NB aff by noxious substnc transmitd via plcnta or brst milk
P05	Certain conditions originating in the perinatal period	#E3DFD6	Disord of NB related to slow fetal growth and fetal malnut
P06	Certain conditions originating in the perinatal period	#E3DFD6	NA
P07	Certain conditions originating in the perinatal period	#E3DFD6	Disord of NB related to short gest and low birth weight, NEC Disorders of newborn related to short gestation and low birth weight, not elsewhere classified
P08	Certain conditions originating in the perinatal period	#E3DFD6	Disord of newborn related to long gest and high birth weight Disorders of newborn related to long gestation and high birth weight
P09	Certain conditions originating in the perinatal period	#E3DFD6	Abnormal findings on neonatal screening
P10	Certain conditions originating in the perinatal period	#E3DFD6	Intracranial laceration and hemorrhage due to birth injury
P11	Certain conditions originating in the perinatal period	#E3DFD6	Other birth injuries to central nervous system
P12	Certain conditions originating in the perinatal period	#E3DFD6	Birth injury to scalp
P13	Certain conditions originating in the perinatal period	#E3DFD6	Birth injury to skeleton
P14	Certain conditions originating in the perinatal period	#E3DFD6	Birth injury to peripheral nervous system
P15	Certain conditions originating in the perinatal period	#E3DFD6	Other birth injuries
P16	Certain conditions originating in the perinatal period	#E3DFD6	NA
P17	Certain conditions originating in the perinatal period	#E3DFD6	NA
P18	Certain conditions originating in the perinatal period	#E3DFD6	NA
P19	Certain conditions originating in the perinatal period	#E3DFD6	Metabolic acidemia in newborn
P20	Certain conditions originating in the perinatal period	#E3DFD6	NA
P21	Certain conditions originating in the perinatal period	#E3DFD6	NA
P22	Certain conditions originating in the perinatal period	#E3DFD6	Respiratory distress of newborn
P23	Certain conditions originating in the perinatal period	#E3DFD6	Congenital pneumonia
P24	Certain conditions originating in the perinatal period	#E3DFD6	Neonatal aspiration
P25	Certain conditions originating in the perinatal period	#E3DFD6	Interstit emphysema and rel cond origin in perinat period
P26	Certain conditions originating in the perinatal period	#E3DFD6	Pulmonary hemorrhage originating in the perinatal period
P27	Certain conditions originating in the perinatal period	#E3DFD6	Chronic respiratory disease origin in the perinatal period
P28	Certain conditions originating in the perinatal period	#E3DFD6	Oth respiratory conditions origin in the perinatal period
P29	Certain conditions originating in the perinatal period	#E3DFD6	Cardiovascular disorders originating in the perinatal period Cardiovascular disorders originating in the perinatal period
P30	Certain conditions originating in the perinatal period	#E3DFD6	NA
P31	Certain conditions originating in the perinatal period	#E3DFD6	NA
P32	Certain conditions originating in the perinatal period	#E3DFD6	NA
P33	Certain conditions originating in the perinatal period	#E3DFD6	NA
P34	Certain conditions originating in the perinatal period	#E3DFD6	NA
P35	Certain conditions originating in the perinatal period	#E3DFD6	Congenital viral diseases
P36	Certain conditions originating in the perinatal period	#E3DFD6	Bacterial sepsis of newborn
P37	Certain conditions originating in the perinatal period	#E3DFD6	Other congenital infectious and parasitic diseases
P38	Certain conditions originating in the perinatal period	#E3DFD6	Omphalitis of newborn
P39	Certain conditions originating in the perinatal period	#E3DFD6	Other infections specific to the perinatal period
P40	Certain conditions originating in the perinatal period	#E3DFD6	NA
P41	Certain conditions originating in the perinatal period	#E3DFD6	NA
P42	Certain conditions originating in the perinatal period	#E3DFD6	NA
P43	Certain conditions originating in the perinatal period	#E3DFD6	NA
P44	Certain conditions originating in the perinatal period	#E3DFD6	NA
P45	Certain conditions originating in the perinatal period	#E3DFD6	NA
P46	Certain conditions originating in the perinatal period	#E3DFD6	NA
P47	Certain conditions originating in the perinatal period	#E3DFD6	NA
P48	Certain conditions originating in the perinatal period	#E3DFD6	NA
P49	Certain conditions originating in the perinatal period	#E3DFD6	NA
P50	Certain conditions originating in the perinatal period	#E3DFD6	Newborn affected by intrauterine (fetal) blood loss
P51	Certain conditions originating in the perinatal period	#E3DFD6	Umbilical hemorrhage of newborn
P52	Certain conditions originating in the perinatal period	#E3DFD6	Intracranial nontraumatic hemorrhage of newborn
P53	Certain conditions originating in the perinatal period	#E3DFD6	Hemorrhagic disease of newborn
P54	Certain conditions originating in the perinatal period	#E3DFD6	Other neonatal hemorrhages
P55	Certain conditions originating in the perinatal period	#E3DFD6	Hemolytic disease of newborn
P56	Certain conditions originating in the perinatal period	#E3DFD6	Hydrops fetalis due to hemolytic disease
P57	Certain conditions originating in the perinatal period	#E3DFD6	Kernicterus
P58	Certain conditions originating in the perinatal period	#E3DFD6	Neonatal jaundice due to other excessive hemolysis
P59	Certain conditions originating in the perinatal period	#E3DFD6	Neonatal jaundice from other and unspecified causes
P60	Certain conditions originating in the perinatal period	#E3DFD6	Disseminated intravascular coagulation of newborn
P61	Certain conditions originating in the perinatal period	#E3DFD6	Other perinatal hematological disorders
P62	Certain conditions originating in the perinatal period	#E3DFD6	NA
P63	Certain conditions originating in the perinatal period	#E3DFD6	NA
P64	Certain conditions originating in the perinatal period	#E3DFD6	NA
P65	Certain conditions originating in the perinatal period	#E3DFD6	NA
P66	Certain conditions originating in the perinatal period	#E3DFD6	NA
P67	Certain conditions originating in the perinatal period	#E3DFD6	NA
P68	Certain conditions originating in the perinatal period	#E3DFD6	NA
P69	Certain conditions originating in the perinatal period	#E3DFD6	NA
P70	Certain conditions originating in the perinatal period	#E3DFD6	Transitory disord of carbohydrate metab specific to newborn
P71	Certain conditions originating in the perinatal period	#E3DFD6	Transitory neonatal disorders of calcium and magnesium metab Transitory neonatal disorders of calcium and magnesium metabolism
P72	Certain conditions originating in the perinatal period	#E3DFD6	Other transitory neonatal endocrine disorders
P73	Certain conditions originating in the perinatal period	#E3DFD6	NA
P74	Certain conditions originating in the perinatal period	#E3DFD6	Oth transitory neonatal electrolyte and metabolic disturb
P75	Certain conditions originating in the perinatal period	#E3DFD6	NA
P76	Certain conditions originating in the perinatal period	#E3DFD6	Other intestinal obstruction of newborn
P77	Certain conditions originating in the perinatal period	#E3DFD6	Necrotizing enterocolitis of newborn
P78	Certain conditions originating in the perinatal period	#E3DFD6	Other perinatal digestive system disorders
P79	Certain conditions originating in the perinatal period	#E3DFD6	NA
P80	Certain conditions originating in the perinatal period	#E3DFD6	Hypothermia of newborn
P81	Certain conditions originating in the perinatal period	#E3DFD6	Other disturbances of temperature regulation of newborn
P82	Certain conditions originating in the perinatal period	#E3DFD6	NA
P83	Certain conditions originating in the perinatal period	#E3DFD6	Other conditions of integument specific to newborn
P84	Certain conditions originating in the perinatal period	#E3DFD6	Other problems with newborn
P85	Certain conditions originating in the perinatal period	#E3DFD6	NA
P86	Certain conditions originating in the perinatal period	#E3DFD6	NA
P87	Certain conditions originating in the perinatal period	#E3DFD6	NA
P88	Certain conditions originating in the perinatal period	#E3DFD6	NA
P89	Certain conditions originating in the perinatal period	#E3DFD6	NA
P90	Certain conditions originating in the perinatal period	#E3DFD6	Convulsions of newborn
P91	Certain conditions originating in the perinatal period	#E3DFD6	Other disturbances of cerebral status of newborn
P92	Certain conditions originating in the perinatal period	#E3DFD6	Feeding problems of newborn
P93	Certain conditions originating in the perinatal period	#E3DFD6	Reactions and intoxications due to drugs administered to NB
P94	Certain conditions originating in the perinatal period	#E3DFD6	Disorders of muscle tone of newborn
P95	Certain conditions originating in the perinatal period	#E3DFD6	Stillbirth
P96	Certain conditions originating in the perinatal period	#E3DFD6	Other conditions originating in the perinatal period
Q00	Congenital malformations and chromosomal abnormalities	#B2B1A5	Anencephaly and similar malformations
Q01	Congenital malformations and chromosomal abnormalities	#B2B1A5	Encephalocele
Q02	Congenital malformations and chromosomal abnormalities	#B2B1A5	Microcephaly
Q03	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital hydrocephalus
Q04	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of brain
Q05	Congenital malformations and chromosomal abnormalities	#B2B1A5	Spina bifida
Q06	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of spinal cord
Q07	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of nervous system
Q08	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q09	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q10	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malform of eyelid, lacrimal apparatus and orbit
Q11	Congenital malformations and chromosomal abnormalities	#B2B1A5	Anophthalmos, microphthalmos and macrophthalmos
Q12	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital lens malformations
Q13	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of anterior segment of eye
Q14	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of posterior segment of eye
Q15	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of eye
Q16	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malform of ear causing impairment of hearing
Q17	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of ear
Q18	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of face and neck
Q19	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q20	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of cardiac chambers and connections Congenital malformations of cardiac chambers and connections
Q21	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of cardiac septa
Q22	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of pulmonary and tricuspid valves
Q23	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of aortic and mitral valves
Q24	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of heart
Q25	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of great arteries
Q26	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of great veins
Q27	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of peripheral vascular system Other congenital malformations of peripheral vascular system
Q28	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of circulatory system
Q29	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q30	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of nose
Q31	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of larynx
Q32	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of trachea and bronchus
Q33	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of lung
Q34	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of respiratory system
Q35	Congenital malformations and chromosomal abnormalities	#B2B1A5	Cleft palate
Q36	Congenital malformations and chromosomal abnormalities	#B2B1A5	Cleft lip
Q37	Congenital malformations and chromosomal abnormalities	#B2B1A5	Cleft palate with cleft lip
Q38	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of tongue, mouth and pharynx
Q39	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of esophagus
Q40	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of upper alimentary tract
Q41	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital absence, atresia and stenosis of small intestine
Q42	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital absence, atresia and stenosis of large intestine
Q43	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of intestine
Q44	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malform of gallbladder, bile ducts and liver
Q45	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of digestive system
Q46	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q47	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q48	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q49	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q50	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congen malform of ovaries, fallopian tubes & broad ligaments Congenital malformations of ovaries, fallopian tubes and broad ligaments
Q51	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of uterus and cervix
Q52	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of female genitalia
Q53	Congenital malformations and chromosomal abnormalities	#B2B1A5	Undescended and ectopic testicle
Q54	Congenital malformations and chromosomal abnormalities	#B2B1A5	Hypospadias
Q55	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of male genital organs
Q56	Congenital malformations and chromosomal abnormalities	#B2B1A5	Indeterminate sex and pseudohermaphroditism
Q57	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q58	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q59	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q60	Congenital malformations and chromosomal abnormalities	#B2B1A5	Renal agenesis and other reduction defects of kidney
Q61	Congenital malformations and chromosomal abnormalities	#B2B1A5	Cystic kidney disease
Q62	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congen defects of renal pelvis and congen malform of ureter
Q63	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of kidney
Q64	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of urinary system
Q65	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital deformities of hip
Q66	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital deformities of feet
Q67	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital ms deformities of head, face, spine and chest
Q68	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital musculoskeletal deformities
Q69	Congenital malformations and chromosomal abnormalities	#B2B1A5	Polydactyly
Q70	Congenital malformations and chromosomal abnormalities	#B2B1A5	Syndactyly
Q71	Congenital malformations and chromosomal abnormalities	#B2B1A5	Reduction defects of upper limb
Q72	Congenital malformations and chromosomal abnormalities	#B2B1A5	Reduction defects of lower limb
Q73	Congenital malformations and chromosomal abnormalities	#B2B1A5	Reduction defects of unspecified limb
Q74	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of limb(s)
Q75	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of skull and face bones
Q76	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of spine and bony thorax
Q77	Congenital malformations and chromosomal abnormalities	#B2B1A5	Osteochndrdys w defects of growth of tubular bones and spine Osteochondrodysplasia with defects of growth of tubular bones and spine
Q78	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other osteochondrodysplasias
Q79	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of musculoskeletal system, NEC
Q80	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital ichthyosis
Q81	Congenital malformations and chromosomal abnormalities	#B2B1A5	Epidermolysis bullosa
Q82	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of skin
Q83	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congenital malformations of breast
Q84	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations of integument
Q85	Congenital malformations and chromosomal abnormalities	#B2B1A5	Phakomatoses, not elsewhere classified
Q86	Congenital malformations and chromosomal abnormalities	#B2B1A5	Congen malform syndromes due to known exogenous causes, NEC
Q87	Congenital malformations and chromosomal abnormalities	#B2B1A5	Oth congenital malform syndromes affecting multiple systems
Q88	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q89	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other congenital malformations, not elsewhere classified
Q90	Congenital malformations and chromosomal abnormalities	#B2B1A5	Down syndrome
Q91	Congenital malformations and chromosomal abnormalities	#B2B1A5	Trisomy 18 and Trisomy 13
Q92	Congenital malformations and chromosomal abnormalities	#B2B1A5	Oth trisomies and partial trisomies of the autosomes, NEC
Q93	Congenital malformations and chromosomal abnormalities	#B2B1A5	Monosomies and deletions from the autosomes, NEC
Q94	Congenital malformations and chromosomal abnormalities	#B2B1A5	NA
Q95	Congenital malformations and chromosomal abnormalities	#B2B1A5	Balanced rearrangements and structural markers, NEC
Q96	Congenital malformations and chromosomal abnormalities	#B2B1A5	Turner's syndrome
Q97	Congenital malformations and chromosomal abnormalities	#B2B1A5	Oth sex chromosome abnormalities, female phenotype, NEC
Q98	Congenital malformations and chromosomal abnormalities	#B2B1A5	Oth sex chromosome abnormalities, male phenotype, NEC
Q99	Congenital malformations and chromosomal abnormalities	#B2B1A5	Other chromosome abnormalities, not elsewhere classified
